Text,Source
"Quite the contrary, Burundi has seen economic war declared against it by fellow African people... a gratuitous immolation of the people of Burundi. """,conll2003
"He said his government had just asked U.N. human rights monitors to increase their numbers in Burundi in an effort""to put an end to this vicious circle of violence. """,conll2003
"Botswana's envoy, Mothusi Nkgowe, said coups should be relegated""to the dump heap of history""as there could be no justification for the overthrow of a legitimate government.",conll2003
"Chile has proposed a resolution, still under discussion, that would impose an immediate arms embargo on Burundi and call for negotiations.",conll2003
"Among the council's five permanent members, Russia and the United States appeared to support most elements of the Chilean proposal, while Britain, France and China were cautious.",conll2003
"But Chilean Ambassador Juan Somavia said:""Every weapon that reached Burundi is a weapon aimed mainly at killing an unarmed civilian.",conll2003
Burundi's parliament has been suspended and political parties are banned but Terence told reporters Buyoya would reconvene a new type of national assembly in October.,conll2003
The United States said the coup leaders had taken no steps to restore democracy and indiscriminate killings continued.,conll2003
"He said Washington strongly supported the economic sanctions imposed already and if these did not work the council would consider""an arms embargo or targeted sanctions against faction leaders. """,conll2003
"But he said the international community had to be prepared for the worst and avoid a replay of the horrors in neighbouring Rwanda, where widespread genocide broke out against the Tutsis two years ago.",conll2003
BERNE 1996-08-28,conll2003
"Swiss authorities said on Wednesday they had arrested a former Rwandan mayor, now living in Switzerland, on suspicion of violating human rights during the genocide in his country in 1994.",conll2003
The Defence Ministry said in a statement that investigations were still in the preliminary stage but it was cooperating closely with police in the cantons of Geneva and Freiburg.,conll2003
AMSTERDAM 1996-08-28,conll2003
-- Amsterdam newsdesk +31 20 504 5000 ( Fax 020-504-5040 ),conll2003
PARIS 1996-08-28,conll2003
"Workers fixing the ceiling of a tax office in Paris found a dozen seven-year-old cheques for a total of six million francs ($ 1.2 million ) in a ventilation pipe, the weekly Le Canard Enchaine said on Wednesday.",conll2003
ZURICH 1996-08-28,conll2003
The Swiss government also said Wednesday it had made progress in cutting Switzerland's projected spending for 1997.,conll2003
Switzerland reports July consumer prices later this week.,conll2003
"Anti-Bhutto rally draws about 8,000 in Karachi.",conll2003
"KARACHI, Pakistan 1996-08-28",conll2003
"About 8,000 protesters marched through Karachi on Wednesday demanding the removal of Pakistani Prime Minister Benazir Bhutto, witnesses said.",conll2003
""" From here we will march to Islamabad and by God we will not let Benazir and ( Bhutto's husband Asif Ali ) Zardari escape justice,""Nawaz Sharif, leader of the main opposition Pakistan Muslim League told a rally organised by a 16-party alliance.",conll2003
"The event was part of an opposition campaign launched on August 14, Pakistan's independence day.",conll2003
Sharif said similar rallies would be held in the Balochistan provincial capital Quetta and the Punjab provincial capital Lahore before an opposition march on the capital Islamabad.,conll2003
""" I promise the people of Karachi that those responsible for the extra-judicial killing of innocent youths would not be spared,""Sharif said.",conll2003
Karachi's ethnic Mohajir National Movement ( MQM ) accuses the government of killing many of its militants in cold blood.,conll2003
The MQM speaks for Urdu-speaking Moslems who migrated from India at Partition in 1947 and their descendants.,conll2003
"He said only the removal of the government and an early election could save Pakistan from disaster. """,conll2003
"India ACC Apr-Jul ' 96 sales, output up.",conll2003
BOMBAY 1996-08-28,conll2003
India's leading cement firm Associated Cement Companies ( ACC ) said on Wednesday its cement sales rose to 3.1 million tonnes in April-July 1996 from 2.93 million a year ago.,conll2003
"ACC's own export performance was marginally better than in 1994/95 on account of a 36 percent rise in exports to Nepal and the opening of a new market-Sri Lanka, he said.",conll2003
-- Bombay newsroom +91-22-265 9000,conll2003
Belgium bank sanctions$ 6.5 mln loan to India WSRL.,conll2003
BOMBAY 1996-08-28,conll2003
"Belgium's Kredietbank has approved a$ 6.5 million loan to India's Welspun Stahl Rohren Ltd ( WSRL ) to part-finance its submerged arc welded pipes plant, the Indian company said in a statement on Wednesday.",conll2003
"The WSRL plant, located in the western Indian state of Gujarat, will have a capacity to manufacture 175,000 tonnes per annum of longitudinal pipes and 25,000 tonnes per annum of spiral welded pipes, the statement said.",conll2003
-- Bombay newsroom +91-22-265 9000,conll2003
India fishermen say forced to carry Tamil refugees.,conll2003
"RAMESWARAM, India 1996-08-28",conll2003
"Indian fishermen said on Wednesday they had been forced at gunpoint to ferry refugees fleeing the ethnic war in Sri Lanka to India, as a protest strike by more than 30,000 fishermen entered its ninth day.",conll2003
"Some 850 refugees have landed in recent weeks at the port of Rameswaram in the southern Indian state of Tamil Nadu, home to 50 million Tamil-speaking people, port officials say.",conll2003
Rameswaram is 15 km ( 10 miles ) off the coast of Sri Lanka.,conll2003
"State chief minister M. Karunanidhi has publicly welcomed the refugees, who are fleeing the 13-year war between Tamil separatists and government troops that Colombo says has cost 50,000 lives.",conll2003
"But the influx has triggered fears of a repeat of the 1980s when some 200,000 refugees landed in Tamil Nadu.",conll2003
"Intelligence officals said more than 5,000 Tamils were waiting on the western coast of Sri Lanka to cross into India.",conll2003
"LTTE spokesmen could not immediately be reached for comment, but Sri Lankan fishermen denied that Indians were being coerced into carrying refugees across the Palk Strait.",conll2003
""" Indian fishermen come right up to Pesalai to fish, and when refugees request them to ferry them across, they readily oblige.",conll2003
Arulanandam denied the fishermen charged the refugees for passage to India and said it was unfair to penalise them for the refugees ' arrival.,conll2003
"An Indian Fisheries Department official said the government planned to urge fishermen not to cross the international boundary between India and Sri Lanka, but admitted this would be hard to enforce because of Sri Lanka's pomfret-rich waters.",conll2003
BOMBAY 1996-08-28,conll2003
"India's cotton trade was shut on Wednesday for a local religious festival, dealers said.",conll2003
"DRESDEN, Germany 1996-08-28",conll2003
MILTIADIS EVERT HEADS TO ALEXANDROUPOLIS THIS WEEKEND.,conll2003
ATHENS 1996-08-28,conll2003
"Conservative New Democracy ( ND ) party leader Miltiadis Evert will be hitting the campaign trail and head to Alexandroupolis this weekend to speak to the city's businessmen on Sunday morning, ND said.",conll2003
Evert will depart for Alexandroupolis on Saturday afternoon.,conll2003
Dow pushes London stocks to new record.,conll2003
LONDON 1996-08-28,conll2003
"A firm start on Wall Street helped push leading London shares to a new record high on Wednesday and German stocks closed floor trading up but the Paris bourse slipped sharply, hit by a weakening franc and fears of industrial unrest.",conll2003
"London shares, boosted by Wall Street, added to early gains with the blue chip FTSE 100 index hitting a new peak of 3921.8 before dropping back slightly.",conll2003
The conclusion of an open skies agreement had been made a prerequisite of the proposed link-up by the U.S.,conll2003
"Louis Viannet, leader of France's Communist-led CGT union, criticised government plans for spending cuts in the 1997 budget on Wednesday and warned of labour unrest as France gets back to work after the holidays.",conll2003
"Later in the day, helped by the firmer Wall Street opening, Paris climbed back to the 2000 level but still remained well into negative territory.",conll2003
"In Paris, the CAC-40 share index dropped 15.09 to 2,002.9.",conll2003
"The 30-share DAX index in Frankfurt closed up 4.32 at 2,563.16.",conll2003
